21-30 years old,Male,East,Others (Please Specify),Floral & Landscaping,"< $20,000",Diploma,Debit Card,,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Bubble Tea / Beverages",,"Din Tai Fung, Beauty in the Pot, Saizeriya",500,< 3 days ago,"Tori Q, Mcdonalds, Kopitiam",300,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koi, Kopitiam, 7-11",100,< 3 days ago,,,,,,,,,,,,
21-30 years old,Female,North,Engineering,,I am a Student,A Levels,"Cash,Debit Card,Others (Please Specify)",Paylah/Grabpay,"DBS/POSB,OCBC",,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Bubble Tea / Beverages",,,,,"Mcdonald's,KFC,Subway",$200,I visited a fast food / food court today,"NTUC, Ang Mo, Sheng Shiong",$100,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jiu xian,KOI, Bober",$30,I visited a bubble tea/beverages store today,,,,,,,,,,,,
21-30 years old,Female,North-East,Technology,,I am a Student,A Levels,"Cash,Debit Card,NETS Card",,DBS/POSB,,Yes,Weekly,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Groceries",,"Ajisen, Saizeriya, Nihon Mura Express",20,> a month,"Mcdonald, KFC, Burger King",20,< 1 week ago,"Ntuc, Giant, Wet Market",40,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,Central/South,Business/HR,,I am a Student,University Degree,Debit Card,,"Citibank,DBS/POSB",,Yes,Around 2-3 times a month,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Genki Sushi, Tampopo, Nam Nam ",$15,< 1 week ago,,,,,,,,,,,,,,,,"Love Bonito, The Closet Lover, Young Hungry Free",$40,< 2 weeks ago,,,,Laneige ,$40,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,North,Technology,,"< $20,000",Diploma,Credit Card,,DBS/POSB,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Groceries",,"Beauty in a pot, din tai fung, mac",100,< 3 days ago,"Mac, kfc, burgerking",50,I visited a fast food / food court today,"Giant, ntuc, shengsiong",50,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,North,Business/HR,,I am a Student,Diploma,"Cash,Debit Card",,DBS/POSB,,Yes,Weekly,"Restaurant (Includes Takeaways),Groceries,Bubble Tea / Beverages",,-,$150,< 3 days ago,,,,-,$70,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,$30,< 2 weeks ago,,,,,,,,,,,,
21-30 years old,Female,East,Others (Please Specify),Wedding,"$20,001 - $44,999",O Levels,"Cash,Debit Card,NETS Card",,"DBS/POSB,OCBC,Others (Please Specify)",Standard chartered,Yes,Around 2-3 times a month,"Clothing,Health & Beauty Products,Bubble Tea / Beverages",,,,,,,,,,,,,,,,,,,,Love bonito,$100,> a month,,,,Online purchase,$200-400,< 3 days ago,,,,,,,,,,"Alley, kungfu, koi",$50,< 3 days ago,,,,,,,,,,,,
21-30 years old,Male,East,Services,,"$20,001 - $44,999",O Levels,"Cash,Debit Card,NETS Card",,Others (Please Specify),Uob,Yes,Daily,"Sports / Outdoor Equipment,Clothing,Others (Please Specify)",Petrol,,,,,,,,,,,,,,,,"Adidas, Nike, underarmour",$100,> a month,Uniqlo topman zara,$100,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caltex shell spc,"$1,200",I visited the store today
> 50 years old,Female,Central/South,Technology,,"> $120,000",University Degree,Credit Card,,Others (Please Specify),Uob,Yes,Daily,"Restaurant (Includes Takeaways),Health & Beauty Products,Household Products",,"Cedele, mos burger, Korean ",800,< a month ago,,,,,,,,,,,,,,,,,,,,,,"Online, guardian, watson",100,< a month ago,,,,"CK, NTUC, Cold storage",100,< 1 week ago,,,,,,,,,,,,,,,,,,
21-30 years old,Female,West,Technology,,I am a Student,Diploma,"Cash,Debit Card",,"DBS/POSB,OCBC,Others (Please Specify)",Standard Chartered,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Clothing",,"Din Tai Fung, Soup Restaurant, Ajisen Ramen",150,< 1 week ago,"Mcdonald, KFC, Koufu",50,< 3 days ago,,,,,,,,,,,,,"The Editors Market, Runway Bandits, Uniqlo",50,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,West,Finance,,"$20,001 - $44,999",University Degree,"Cash,Credit Card",,"Citibank,DBS/POSB,OCBC",,Yes,Weekly,"Fast Food / Food Court (Includes Takeaways),Clothing,Bubble Tea / Beverages",,,,,Macs,$100,< 1 week ago,,,,,,,,,,,,,Online,$100,< 1 week ago,,,,,,,,,,,,,,,,Koi,$50,< 1 week ago,,,,,,,,,,,,
21-30 years old,Female,North-East,Technology,,I am a Student,A Levels,"Cash,Debit Card",,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Sports / Outdoor Equipment,Bubble Tea / Beverages",,,,,"MacDonalds, Food Republic, Koufu",100,< 3 days ago,,,,,,,,,,"Decathlon, SportsFactory, Adidas",30,< 1 week ago,,,,,,,,,,,,,,,,,,,"Liho, Playmade, Koi",50,< 3 days ago,,,,,,,,,,,,
21-30 years old,Female,North,Services,,"$20,001 - $44,999",University Degree,Debit Card,,"DBS/POSB,OCBC,Others (Please Specify)",Standard chartered,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Song Fa, Itacho, Genki Sushi",$300,< 3 days ago,,,,,,,,,,,,,,,,"Younghungryfree, fashmob, Love bonito",$400,I visited a clothing store today,,,,"Sephora, guardian, watsons",$300,< a month ago,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Female,North-East,Others (Please Specify),Housewife,"< $20,000",O Levels,"Cash,Debit Card",,DBS/POSB,,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Kopitiam,Koufu,McDonald",50,< 3 days ago,"Ntuc,Giant",200,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,"Ntuc,Giant,EZ Home Products Pte Ltd",60,< 3 days ago,,,,,,,,,,,,,,,,,,
31-40 years old,Male,Central/South,Engineering,,"$45,000 - $59,999",A Levels,"Cash,Credit Card,Debit Card,NETS Card",,DBS/POSB,,Yes,4-6 times per week,"Groceries,Electronic Product,Bubble Tea / Beverages",,,,,,,,"cold storage, fairprice",$500,I visited a groceries store today,"challenger, best denki",$100,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,"koi, gongcha, playmade",$100,I visited a bubble tea/beverages store today,,,,,,,,,,,,
> 50 years old,Male,North-East,Others (Please Specify),Construction ,"< $20,000",O Levels,Cash,,DBS/POSB,,No,Never,"Fast Food / Food Court (Includes Takeaways),Groceries,Sports / Outdoor Equipment",,,,,"Kopitiam, Defu Eating House, Koufu",20,> a month,"Ntuc, Giant, Wet Market",0,> a month,,,,,,,"Royal Sporting House, Decathlon",70,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,Central/South,Engineering,,I am a Student,A Levels,"Cash,Debit Card,NETS Card",,DBS/POSB,,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Kopitiam, Ci Yuan Hawker Centre, Mcdonald",600,I visited a fast food / food court today,"Ntuc, Giant, Ang Mo Supermarket",600,I visited a groceries store today,,,,,,,,,,,,,,,,,,,,,,"Ntuc, Daiso, Japan Home",200,I visited a household products store today,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North,Services,,"$20,001 - $44,999",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,Daily,"Restaurant (Includes Takeaways),Groceries,Sports / Outdoor Equipment",,"nomVnom, Saute San, Ah Chew Desserts",400,I visited a restaurant today,,,,"Ntuc, RedMart, Cold Storage",300,I visited a groceries store today,,,,,,,"UFC gym, Decathlon, Outdoor Life",100,I visited a sports/outdoor equipment store today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Female,Central/South,Business/HR,,"$45,000 - $59,999",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,American Express",,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Genki Sushi, Hai Di Lao, Ajisen ",300,I visited a restaurant today,,,,,,,,,,,,,,,,"Ezbuy, Lazada, Love Bonito",200,I visited a clothing store today,,,,"Sephora, etude house, watsons",200,I visited a health & beauty products store today,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Male,North,Technology,,"> $120,000",PhD,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,OCBC,American Express,Others (Please Specify)",standard chartered,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Household Products",,"tim ho wan, hai di lao, hans",100,< 2 weeks ago,,,,,,,,,,,,,,,,"G2000, robinsons, zalora",100,> a month,,,,,,,,,,"ntuc, muji, amazon",100,> a month,,,,,,,,,,,,,,,,,,
41-50 years old,Female,Central/South,Business/HR,,"$60,000 - $89,999",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,OCBC,American Express",,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"gelare, ding tai fung, monster curry",200,< 3 days ago,,,,,,,,,,,,,,,,"ezbuy, zalora, neonmello",60,< 1 week ago,,,,"four seasons spa, sephora, watsons",200,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Male,North,Others (Please Specify),Construction,"$90,000 - $120,000",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,OCBC,American Express",,Yes,Daily,"Restaurant (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,"Hai di lao, chomp chomp, astons",300,< 1 week ago,,,,,,,"Best denki, courts, challenger",50,< a month ago,,,,"Decathlon, adidas, nike",100,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Male,North-East,Business/HR,,I am a Student,Diploma,"Cash,Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,,,,"Mala, Mcdonald, subway ",75,< 2 weeks ago,,,,Challenger,50,> a month,,,,"Skechers, adidas, nike",100,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Male,West,Others (Please Specify),Sales,"$45,000 - $59,999",Diploma,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,OCBC,American Express",,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,,,,"Mcdonalds, kfc, food republic ",200,I visited a fast food / food court today,,,,"Best denki, challenger, courts",50,I visited an electronic product store today,,,,"Adidas, nike, skechers",100,< a month ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Female,Central/South,Services,,"< $20,000",O Levels,"Cash,Debit Card,NETS Card",,DBS/POSB,,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Kopitiam, encik tan",150,I visited a fast food / food court today,"Ntuc, Ang Mo Supermarket",300,I visited a groceries store today,,,,,,,,,,,,,,,,,,,,,,"Daiso, dollar value, Ntuc",90,I visited a household products store today,,,,,,,,,,,,,,,,,,
41-50 years old,Male,East,Technology,,"$45,000 - $59,999",University Degree,"Cash,Debit Card",,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Household Products,Bubble Tea / Beverages",,,,,"Mcdonalds, subway, kfc ",120,I visited a fast food / food court today,,,,,,,,,,,,,,,,,,,,,,,,,"Daiso, dollar value, ntuc ",50,< 2 weeks ago,,,,"Koi, r&b, gongcha ",20,< 1 week ago,,,,,,,,,,,,
31-40 years old,Male,East,Others (Please Specify),Retail,"$20,001 - $44,999",Diploma,"Cash,Credit Card,Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Bubble Tea / Beverages",,,,,"Malaysia boleh, Kopitiam, food republic",150,I visited a fast food / food court today,"Ntuc, giant, sheng siong",200,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koi, gong cha, xing fu tang",60,< 1 week ago,,,,,,,,,,,,
21-30 years old,Male,North-East,Technology,,"< $20,000",Diploma,"Cash,Debit Card",,DBS/POSB,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Electronic Product",,"Keisuke ramen, upin hotpot, colins",100,< 1 week ago,"Mcdonalds, burger king, kfc",50,< 3 days ago,,,,"challenger, best denki",50,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North-East,Technology,,I am a Student,A Levels,"Cash,Debit Card",,HSBC,,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Bubble Tea / Beverages",,"Saizeriya, Astons, Paradise dynasty ",100,< 2 weeks ago,"Mcdonalds, 4fingers, KFC",20,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee bean, starbucks",60,< 3 days ago,,,,,,,,,,,,
> 50 years old,Male,Central/South,Services,,"$60,000 - $89,999",Diploma,"Debit Card,NETS Card",,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Clothing",,"Coffee bean, starbucks",300,I visited a restaurant today,"Mcdonalds, subway, kfc ",70,I visited a fast food / food court today,,,,,,,,,,,,,"Uniqlo, Cotton on, H&m",150,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-50 years old,Female,North-East,Finance,,"$20,001 - $44,999",Diploma,Debit Card,,DBS/POSB,,Yes,Daily,"Groceries,Health & Beauty Products,Bubble Tea / Beverages",,,,,,,,"NTUC, Cold Storage, Giant",200,< 1 week ago,,,,,,,,,,,,,,,,"Sephora, etude house, innisfree",100,< 1 week ago,,,,,,,,,,"koi, boost, coffeebean ",70,< 3 days ago,,,,,,,,,,,,
21-30 years old,Male,North-East,Technology,,I am a Student,Diploma,Credit Card,,DBS/POSB,,Yes,Weekly,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Clothing",,"Pastamania, genki sushi, toast box",100,< 2 weeks ago,"Mcdonalds, subway, kfc ",20,< 1 week ago,,,,,,,,,,,,,"The Editors Market, Runway Bandits, Uniqlo",$120,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North-East,Finance,,"< $20,000",A Levels,Debit Card,,"Citibank,DBS/POSB,OCBC,HSBC",,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Groceries,Clothing,Health & Beauty Products",,"Astons, Saizeriya",100,< 1 week ago,,,,"Fair price, giant",250,< 3 days ago,,,,,,,,,,"Love Bonito, The Closet Lover, Young Hungry Free",100,< 1 week ago,,,,"sephora, shopee, amazon",200,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
41-50 years old,Female,West,Technology,,"$60,000 - $89,999",Diploma,Cash,,DBS/POSB,,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"koufu, kopitiam, subway",70,I visited a fast food / food court today,"NTUC, Cold Storage, Giant",300,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,"Ntuc, Daiso, Japan Home",100,< 1 week ago,,,,,,,,,,,,,,,,,,
> 50 years old,Male,Central/South,Finance,,"> $120,000",Diploma,Credit Card,,"DBS/POSB,OCBC",,Yes,Daily,"Restaurant (Includes Takeaways),Electronic Product,Clothing,Bubble Tea / Beverages",,Astons,500,I visited a restaurant today,,,,,,,"amazon, lazada, qoo10",200,< a month ago,,,,,,,"Shopee, Lovet, Tinsel Rack",,,,,,,,,,,,,,,,,,"liho, koi ",40,< 1 week ago,,,,,,,,,,,,
> 50 years old,Male,North-East,Tourism/Hospitality,,"$20,001 - $44,999",University Degree,"Cash,NETS Card",,DBS/POSB,,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Mcdonalds, 4fingers, KFC",50,< 1 week ago,"Giant, ntuc, shengsiong",400,I visited a groceries store today,,,,,,,,,,,,,,,,,,,,,,"NTUC Fairprice, Sheng Siong, IKEA",100,> a month,,,,,,,,,,,,,,,,,,
21-30 years old,Female,West,Business/HR,,I am a Student,A Levels,Cash,,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"biap, mala , genki",200,< 3 days ago,,,,,,,,,,,,,,,,"Pull & Bear, Zara and H&M",100,< 1 week ago,,,,"Guardian, Innisfree, Watsons",50,,,,,,,,,,,,,,,,,,,,,,,,,
41-50 years old,Female,West,Engineering,,"$45,000 - $59,999",Masters Degree,Credit Card,,"Citibank,DBS/POSB,OCBC",,Yes,Daily,"Groceries,Health & Beauty Products,Household Products",,,,,,,,"Giant, ntuc, shengsiong",300,I visited a groceries store today,,,,,,,,,,,,,,,,"sephora, shopee, amazon",250,< 1 week ago,,,,"Giant, NTUC, prime ",100,< 3 days ago,,,,,,,,,,,,,,,,,,
21-30 years old,Male,West,Life Sciences,,"< $20,000",Diploma,"Cash,Credit Card",,DBS/POSB,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Electronic Product",,"Nagi ramen, Qiji, Food republic",100,< 1 week ago,"Kopitiam, encik tan",50,< 3 days ago,,,,"Best denki, challenger, courts",50,< 2 weeks ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,North-East,Engineering,,I am a Student,University Degree,Debit Card,,DBS/POSB,,Yes,Monthly,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Clothing",,,,,Kopitiam and fast food joints,20,< 1 week ago,,,,"challenger, harvey norman ",50,< 2 weeks ago,,,,,,,"Uniqlo,topman,zara",100,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North-East,Engineering,,I am a Student,A Levels,"Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Health & Beauty Products",,"Hot Tomato, Coco Ichiban, Monster Curry",200,< 1 week ago,"Macdonalds, texas chicken, KFC",20,< 3 days ago,,,,,,,,,,,,,,,,,,,Laneige ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,Central/South,Business/HR,,"< $20,000",A Levels,Cash,,DBS/POSB,,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Groceries,Bubble Tea / Beverages",,,,,Kopitiam and fast food joints,20,< 1 week ago,"cold storage, fairprice",200,I visited a groceries store today,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koi, gong cha, xing fu tang",50,< 3 days ago,,,,,,,,,,,,
21-30 years old,Male,Central/South,Technology,,"< $20,000",A Levels,Debit Card,,DBS/POSB,,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Clothing",,,,,"Macdonalds, mos burger, KFC",50,< 3 days ago,,,,"Challenger, courts, apple",20,< 1 week ago,,,,,,,"cotton on, uniqlo, metro",$120,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-50 years old,Male,East,Business/HR,,"> $120,000",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Sports / Outdoor Equipment",,"Hot Tomato, Saizeriya, Jiak",700,I visited a restaurant today,,,,,,,,,,,,,"Royal Sporting House, Decathlon",200,< 1 week ago,"Pull & Bear, Zara and H&M",100,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-50 years old,Male,East,Technology,,"$45,000 - $59,999",Diploma,"Credit Card,Debit Card",,"DBS/POSB,OCBC",,Yes,Daily,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Electronic Product",,"Tori-Q, Guzman Y Gomez, Maki-san",500,I visited a restaurant today,"Kopitiam,Koufu,McDonald",100,I visited a fast food / food court today,,,,"Challenger, Apple, Razer",50,< 2 weeks ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North,Business/HR,,"< $20,000",Diploma,Cash,,DBS/POSB,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Sports / Outdoor Equipment,Clothing",,Saizeriya; Shi Li Fang; Mcdonalds,100,< 1 week ago,,,,,,,,,,,,,"Decathalon, adidas, nike",100,I visited a sports/outdoor equipment store today,"Uniqlo, zara",80,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,East,Medical,,I am a Student,A Levels,Credit Card,,HSBC,,Yes,Weekly,"Restaurant (Includes Takeaways),Bubble Tea / Beverages,Sports / Outdoor Equipment",,"Genki Sushi, Sakae Sushi",100,< 2 weeks ago,,,,,,,,,,,,,Decathlon and online,50,< 1 week ago,,,,,,,,,,,,,,,,,,,"Chichasanqian,playmade,Koi",30,< 3 days ago,,,,,,,,,,,,
> 50 years old,Female,North,Technology,,"> $120,000",A Levels,Credit Card,,DBS/POSB,,Yes,Daily,"Groceries,Health & Beauty Products,Household Products",,"Tung lok, ma maison",500,I visited a restaurant today,,,,"Ntuc,Giant",500,<3 days ago,,,,,,,,,,,,,,,,Laneige ,300,< 3 days ago,,,,"Daiso, dollar value, ntuc ",400,< 3 days ago,,,,,,,,,,,,,,,,,,
> 50 years old,Female,North,Finance,,"> $120,000",Masters Degree,Credit Card,,DBS/POSB,,Yes,Daily,"Groceries,Clothing,Health & Beauty Products",,,,,,,,"cold storage, fairprice",800,<3 days ago,,,,,,,,,,Love bonito,100,< 3 days ago,,,,"sephora, shopee, amazon",400,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Female,West,Engineering,,"$20,001 - $44,999",Diploma,Debit Card,,DBS/POSB,,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Electronic Product,Clothing",,"Genki, Ding Tai Fung, ichiban boshi",500,< 3 days ago,,,,,,,"Challenger, Lazada, Shopee",30,< 2 weeks ago,,,,,,,Uniqlo topman zara,100,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Male,North-East,Technology,,"$20,001 - $44,999",Diploma,"Cash,Debit Card",,"Citibank,DBS/POSB,OCBC,HSBC",,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Bubble Tea / Beverages",,"Monster curry , 4 fingers, makisan",200,< 3 days ago,"Mcdonalds, subway, kfc ",50,I visited a fast food / food court today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"liho, koi ",50,< 1 week ago,,,,,,,,,,,,
21-30 years old,Male,North-East,Services,,"< $20,000",A Levels,Credit Card,,DBS/POSB,,Yes,Weekly,"Restaurant (Includes Takeaways),Groceries,Clothing",,Cherry blosom,150,< 2 weeks ago,,,,"fairprice, giant, sheng shiong",100,<3 days ago,,,,,,,,,,"Taobao, Zalora, Asos",100,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North-East,Finance,,I am a Student,University Degree,"Cash,Credit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,Monthly,"Clothing,Health & Beauty Products,Sports / Outdoor Equipment",,,,,,,,,,,,,,,,,"Decathalon, adidas, nike",300,I visited a sports/outdoor equipment store today,Love bonito,60,> a month,,,,"Sephora, etude house, innisfree",150,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Male,Central/South,Technology,,"$20,001 - $44,999",Primary School,Credit Card,,DBS/POSB,,Yes,Weekly,"Groceries,Electronic Product,Household Products",,,,,,,,"Giant, ntuc, shengsiong",200,< 2 weeks ago,"Oneplus, Samsung, Logitech",50,< 1 week ago,,,,,,,,,,,,,,,,,,,"NTUC Fairprice, Sheng Siong, IKEA",100,< 1 week ago,,,,,,,,,,,,,,,,,,
> 50 years old,Female,North-East,Finance,,"$45,000 - $59,999",Diploma,NETS Card,,"DBS/POSB,OCBC",,Yes,Weekly,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Mcdonalds, kfc, food republic ",50,< 3 days ago,"fairprice, giant, sheng shiong",600,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,"Ntuc, Daiso, Japan Home",100,> a month,,,,,,,,,,,,,,,,,,
31-40 years old,Male,North-East,Technology,,"$60,000 - $89,999",Masters Degree,Credit Card,,"Citibank,DBS/POSB,OCBC",,Yes,Daily,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Clothing",,"Hai Di Lao, Beauty Pot, Astons",300,< 3 days ago,"Kopitiam, encik tan",70,< 3 days ago,,,,,,,,,,,,,Uniqlo; Vans; H&M,200,I visited a clothing store today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Female,North-East,Technology,,"> $120,000",University Degree,Debit Card,,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Bubble Tea / Beverages",,"Astons, Saizeriya",500,I visited a restaurant today,,,,,,,,,,,,,,,,"Taobao, Zalora, Asos",100,> a month,,,,,,,,,,,,,,,,"Chichasanqian,playmade,Koi",50,< 1 week ago,,,,,,,,,,,,
21-30 years old,Female,West,Tourism/Hospitality,,I am a Student,University Degree,NETS Card,,DBS/POSB,,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Household Products,Clothing",,,,,"Mcdonalds, kfc, food republic ",20,< 3 days ago,,,,,,,,,,,,,"cotton on, uniqlo, metro",60,< 1 week ago,,,,,,,,,,"NTUC Fairprice, Sheng Siong, IKEA",20,< 3 days ago,,,,,,,,,,,,,,,,,,
31-40 years old,Male,Central/South,Business/HR,,"$20,001 - $44,999",O Levels,Cash,,"DBS/POSB,OCBC",,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Clothing,Sports / Outdoor Equipment",,,,,"Kopitiam, encik tan",50,< 3 days ago,,,,,,,,,,"Decathalon, adidas, nike",100,< 1 week ago,"Pull & Bear, Zara and H&M",60,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Male,North-East,Engineering,,"> $120,000",University Degree,Credit Card,,DBS/POSB,,Yes,Daily,"Groceries,Electronic Product,Household Products",,,,,,,,"fairprice, giant, sheng shiong",700,<3 days ago,"Best denki, challenger, courts",1000,I visited an electronic product store today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,West,Life Sciences,,I am a Student,Diploma,"Cash,Credit Card",,DBS/POSB,,Yes,Weekly,"Restaurant (Includes Takeaways),Groceries,Household Products",,"Chilli ,i dragon, putien",150,< 3 days ago,,,,"Ntuc, Giant, Ang Mo Supermarket",300,> a month,,,,,,,,,,,,,,,,,,,,,,"ntuc, muji, amazon",30,< 2 weeks ago,,,,,,,,,,,,,,,,,,
